FIELD_ID,FIELD_NAME,ALTERNATE_NAME,LONG_DESCRIPTION,FIELD_LENGTH,FIELD_TYPE,MASK,USER_SYSTEM_ATTRIBUTES,FIELD_VALUES,DATA_TYPE,LEVEL,FIELD_VALUES_ID
10782,Person 4: Ethnic - Group,et_grp_4,Based on a comprehensive predictive name analysis process that identifies ethnicity.,1,char,,,"A=African American,B=Southeast Asian,blank=Null,C=South Asian,D=Central Asian,E=Mediterranean,F=Native American,G=Scandinavian,H=Polynesian,I=Middle Eastern,J=Jewish,K=Western European,L=Eastern European,M=Caribbean Non-Hispanic,N=East Asian,O=Hispanic,Z=Uncoded,",Derived,AdultPID,7ceacf41-e1dd-4b16-a6bd-978cb5368d0b
11070,Person 4: Ethnic - Language Preference,et_lang_4,Based on a comprehensive predictive name analysis process that identifies language preference.,2,char,,,"00=Unknown,01=English,03=Danish,04=Swedish,05=Norwegian,06=Finnish,07=Icelandic,08=Dutch,09=Flemish/Walloon,10=German,12=Hungarian,13=Czech,14=Slovak,17=French,19=Italian,20=Spanish,21=Portuguese,22=Polish,23=Estonian,24=Latvian,25=Lithuanian,27=Georgian,29=Armenian,30=Russian,31=Turkish,32=Kurdish,33=Greek,34=Persian,35=Moldovan,36=Bulgarian,37=Romanian,38=Albanian,40=Slovenian,41=Serbo-Croatian,44=Azerbaijani,45=Kazakh,46=Pashtu/Pashto,47=Urdu,48=Bengali/Bangla,49=Bahasa indonesia,50=Asian Indian (Hindi or Other),51=Burmese,52=Mongolian,53=Mandarin,54=Cantonese,56=Korean,57=Japanese,58=Thai,59=Bahasa melayu,60=Lao,61=Khmer,62=Vietnamese,63=Sinhala,64=Uzbek,65=Hmong,68=Hebrew,70=Arabic,72=Turkmen,74=Kirghiz,7E=Nepali,7F=Samoan,7H=Inuktitut,80=Tongan,8G=Tibetan,8I=Siswati,8J=Zulu,8K=Xhosa,8M=Afrikaans,8O=Comorian/Shikomoro,8S=Akan,8T=Swahili,8X=Hausa,9=Flemish/walloon,92=Bantu languages,94=Dzongkha,95=Amharic,9E=Somali,9F=Macedonian,9J=Chechen,9K=Igbo,9L=Yoruba,9N=Tagalog,9O=Sesotho,9R=Malagas,9X=Tok Pisin,blank=Null,",Derived,AdultPID,7b34adf3-dec3-4218-b350-6ec4a3d9a245
10783,Person 4: Ethnic - Religion,et_relg_4,Based on a comprehensive predictive name analysis process that identifies ethnicity.,1,char,,,"B=Buddhist,blank=Null,C=Catholic,E=Oriental orthodox,G=Greek orthodox(retired 2022),H=Hindu,I=Muslim,J=Jewish,K=Sikh,L=Lutheran,M=Mormon,O=Eastern Orthodox,P=Protestant,S=Shinto,X=Not Known or Unmatched,",Derived,AdultPID,0f99d73c-cddb-4805-8073-1628446f4222
11069,Person 4: Ethnic - Assimilation,et_asim_4,"Assimilation coding can be identified on the following detail ethnicities: Hispanic, Chinese, Japanese, Khmer, Korean, Laotian, Thai, Vietnamese, Filipino, Indian and Pakistani.",1,AN,9,,"0=Not Applicable or Unknown,1=Assimilated Speaks English Only,2=Bilingual English,3=Bilingual native,4=Unassimilated Native Only,blank=Blank,",Derived,AdultPID,7f77b24a-074f-4efd-87fc-9dbc32feae6b
10801,Person 4: Presence Of Email Flag,email_flag_4,Presence of Email Flag,1,char,,,"blank=Blank,U=Unknown,Y=Presence of Email Address,",Derived,AdultPID,35830442-c0bc-40d7-89d6-8effec911aa0
16984,Person 4: Health and Well Being,Health_Well_Being_4,Individual level segments based on statistical analysis of consumers having reported on their health and well-being.  Values and descriptions: 1=Invincibles'-generally not concerned about their health; 2=Trusting Patients-rely on doctors and follow healthy practices; 3=Weight Reformers-struggle with healthy choices; 4=Healthy Holistics- committed to exercise and healthy choices; 5=Image Shapers-believe looking good means being healthy;  0=Unknown,1,AN,9,,"0=Unknown,1=Invincibles',2=Trusting Patients,3=Weight Reformers,4=Healthy Holistics,5=Image Shapers,",Modeled,AdultPID,a0f8ca44-f4c1-4ec8-87c5-dcd18db1d9cc
16989,Person 4: Mobile Users,MobileUsers_4,Mobile Users individual level segments are based on statistical analysis of consumers that have reported on their mobile usage and interest level. Values and descriptions: 1= Mobirarti's consider cell phone devices a central part of every day life and represent the mobile generation. 2 = Social Connectors consider cell phone communication a central part in their lives and a bridge to their social world. 3 = Pragmatic Adopters consider cell phones part of everyday life but more functional than entertaining. 4 = Basic Planners consider cell phones just for the basics and another communication device. 5 = Mobile Professionals cell phone helps them keep up with their professional life and personal life. 6 = No Mobile Phone are not likely to use a cell phone.,1,AN,9,,"0=Unknown,1=Mobirati,2=Social Connectors,3=Pragmatic Adopters,4=Basic Planners,5=Mobile Professionals,6=No mobile phone,",Modeled,AdultPID,ca0e5b6c-0ca8-41c8-ae8a-5ca5733a40c9
11975,Person 4: Political Affiliation,political_code_4,"Target individuals based on their political party affiliation. Where known data is not available, political affiliation is determined through the application of predictive models. This application allows access to individual s party affiliation in the states where known coverage may be missing as well as across the entire United States.
The party affiliation of Independent/Other is the combination of known and inferred individuals registered with the Independent party and other political organizations.
Non-Registered party affiliation is available only as modeled data.
First byte contains the model confidence flag with the following values:
1 = Known party
5 = Inferred party
Second byte contains the party affiliation values:
I = Independent/Other
D = Democrat
R = Republican
N = Non-Registered
0U = Unknown",2,char,,,"0U=Unknown,1D=Known Democrat,1I=Known Independent/Other,1R=Known Republican,5D=Inferred Democrat,5I=Inferred Independent /Other,5N=Inferred Non-Registered,5R=Inferred Republican,",Modeled,AdultPID,e80b86b8-cfa3-4edd-b116-09316cdcf1a1
9126,Person 4: PoliticalPersona I1,political_personas_4,"PoliticalPersonas Segments provide a detailed understanding of key voter segments, demographics, responsiveness to various media platforms, and attitudes and opinions on important political issues and social trends.",2,AN,99,,"00=Uncoded,01=Unconnected and Unregistered,02=Informed But Unregistered,03=Super Democrats,04=Left Out Democrats,05=Conservative Democrats,06=On-the-Fence Liberals,07=Green Traditionalists,08=Mild Republicans,09=Uninvolved Conservatives,10=Ultra Conservatives,blank=Blank,",Modeled,AdultPID,1a273836-e6ad-488e-8ad8-0c669752a594
17028,Person 4: Technology Adoption,Technology_Adoption_4,Individual level segments based on statistical analysis of consumers reporting their technology usage and skill level. Values and descriptions are: 1=Wizards rely heavily on technology and new gadgetry.  2=Journeymen consider technology an important part of life and are skilled users of new technology. 3=Apprentices take advantage of technology using internet and gadgets to a large extent but still have room to expand usage. 4=Novices consider technology as having limited impact on their life and are disconnected from emerging technology. 0=Unknown.,1,AN,9,,"0=Unknown,1=Wizards,2=Journeymen,3=Apprentices,4=Novices,",Modeled,AdultPID,6a823b26-cb5b-4d9a-be8e-c708e384f517
19387,Person 4: TrueTouch Eng: Email Engagement,TT_email_model_4,Predicts the likeihood the individual consumer engages with brands via the email channel or is receptive to brand messages delivered in the email channel,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23906,Person 4: TrueTouch: Savvy Researchers,TTResearchers_4,These consumers like to compare prices across different sites before purchasing and typically read online reviews and consumer reports,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23907,Person 4: TrueTouch: Organic and natural,TTEnvironmental_4,"These consumers buy natural and organic products, often preferring to put natural things in their homes and bodies.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23908,Person 4: TrueTouch: Brand Loyalists,TTBrandLoyal_4,These consumers are willing to pay more for proven and reputable brands,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23909,Person 4: TrueTouch: Trendsetters,TTFashionForward_4,These consumers are trend setters and early adopters of new products.,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23910,Person 4: TrueTouch: Deal Seekers,TTDealSeekers_4,Price is more important to these consumers than brand name,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23911,Person 4: TrueTouch: Recreational Shoppers,TTRecShopper_4,These are your store browsers who find joy and relaxation in looking for new and interesting offers,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23912,Person 4: TrueTouch: Quality Matters,TTHighQualitySeeker_4,"Quality matters for these consumers and they are willing to pay more for fresh ingredients, durable materials and quality craftsmanship",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23913,Person 4: TrueTouch: In the Moment Shoppers,TTImpulseBuyer_4,"These spenders find it difficult to say 'no' to things that catch their eyes.  They recognize they are ""spenders"" rather than ""savers"" and appreciate a convenient purchase opportunity.  Top of mind = In the cart.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23914,Person 4: TrueTouch: Mainstream Adopters,TTSocialApproval_4,"Trendy by association, these consumers enjoy following the latest trends set by innovators.  They appreciate understanding what the trendsetters are buying these days.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
23915,Person 4: TrueTouch: Novelty Seekers,TTNoveltySeeker_4,These consumers dislike the same ol' and prefer to try new brands or new options.  Variety is the spice of life.,1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,2fe1302a-90b1-449e-a890-2f06e1a6849a
24731,Person 4: TrueTouch Eng: Broadcast Cable TV,TT_BroadcastCableTV_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.   ",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24741,Person 4: TrueTouch Eng: Digital Display,TT_DigitalDisplay_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.   ",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24751,Person 4: TrueTouch Eng: Direct Mail,TT_DirectMail_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24761,Person 4: TrueTouch Eng: Digital Newspaper,TT_DigitalNewspaper_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24771,Person 4: TrueTouch Eng: Digital Video,TT_DigitalVideo_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24781,Person 4: TrueTouch Eng: Radio,TT_Radio_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24791,Person 4: TrueTouch Eng: Streaming TV,TT_StreamingTV_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24801,Person 4: TrueTouch Eng: Traditional Newspaper,TT_TraditionalNewspaper_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24811,Person 4: TrueTouch Eng: Mobile SMS MMS,TT_MobileSMS_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but a consumers most receptive communication channel.  This attribute is based on consumers reporting their preference to learn about brands through this channel.",1,char,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
24821,Person 4: TT Conv: Online Deal Voucher,TT_OnlineDealCVoucher_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases via Online Deal Vouchers like Groupon or LivingSocial.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24831,Person 4: TT Conv: Discount Supercenters,TT_DiscountSupercenter_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases at online discount superstores.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24841,Person 4: TT Conv: Ebid Sites,TT_EbidSites_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases on Ebid sites like eBay and other marketplaces where bidding or negotiating pricing is typical.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24851,Person 4: TT Conv Conv: Etail only,TT_EtailOnly_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels.  This TrueTouch Conversion Channel attribute predicts a person's likelihood to make purchases on Etail only sites such as Zappos.com or Etsy.com.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24861,Person 4: TT Conv:  Mid-High End Store,TT_MidHighEndStore_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases that are considered mid- to high-end at retailers like Macy's, Neiman Marcus and Nordstrom.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24871,Person 4: TT Conv Conv: Specialty Dept Store,TT_SpecialtyDeptStore_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at specialty department stores such as Home Depot (Paint and Plumbing departments) or Bed Bath & Beyond (Bedding and Décor departments).",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24881,Person 4: TT Conv Conv: Wholesale,TT_Wholesale_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at wholesale stores like Costo, Sams and Overstock.com.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
24891,Person 4: TT Conv Conv: Specialty or Boutique,TTSpecialty_Boutique_4,"TrueTouch is a patented advertising receptivity solution that helps determine not only the messaging style, but also the preferred communication and conversion channels. This TrueTouch Conversion Channel attribute predicts a person's likelihood to make online purchases at specialty stores and boutiques such as Victoria's Secret, Pottery Barn, J. Crew and more.",1,AN,9,,"0=No Data available-on fixed formats only,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,",Modeled,AdultPID,b29d817b-12c4-4bd6-b454-212a978a4c47
1066,Person 4: Mail Responder,indv_resp_4,Individual Responder,1,char,,,"blank=Null,U=Unknown,Y=Yes ,",Known/Declared,AdultPID,af530985-789b-4d9b-88a0-a788624fc5e0
28582,Person 4: Cons Behavior Age 65+,con20_Age_65_4,Consumers likely to be age 65+ and influenced by environmental changes.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
0,FILLER,filler,,1,char,,,,,,
28586,Person 4: Cons Behavior Financial Advice,con20_Financial_Advice_4,Consumers likely having a higher propensity to seek out financial advice.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28587,Person 4: Cons Behavior Occ Social Services,con20_Occ_Social_Svc_4,Consumers likely to work in industries such as healthcare or social services.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28588,Person 4: Cons Behavior Occ Education,con20_Occ_Education_4,Consumers likely to work in the education.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28589,Person 4: Cons Behavior Occ Small Biz Owner,con20_Occ_Small_Biz_4,Consumers are likely to own a small business.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28590,Person 4: Cons Behavior Occ Essential Worker,con20_Occ_Work_Home_4,Consumers likely to be an employee who is not able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28591,Person 4: Cons Behavior Occ Construction,con20_Occ_Construction_4,Consumers likely to be employed in construction or mining and not able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28592,Person 4: Cons Behavior Occ Government,con20_Occ_Government_4,Consumers likely to be employed in government and may not be able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28593,Person 4: Cons Behavior Occ Retail,con20_Occ_Retail_4,Consumers likely an employee in wholesale or retail trade and not able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28594,Person 4: Cons Behavior Occ QSR Restaurant,con20_Occ_QSR_4,Consumers likely an employee in restaurants or quick service restaurants and not able to work from home.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28595,Person 4: Cons Behavior Occ Travel Industry,con20_Occ_Travel_4,Consumers likely to work in travel and hospitality industries.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28596,Person 4: Cons Behavior Family Younger Kids,con20_Fam_Younger_Kids_4,Consumers likely to be a household with children younger under the age 13.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28597,Person 4: Cons Behavior Fam Older Kids,con20_Fam_Older_Kids_4,Consumers likely a households with children 13+.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28599,Person 4: Cons Behavior Business Travelers,con20_Bus_Travelers_4,Consumers likely to have business travelers or people in sales.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28600,Person 4: Cons Behavior Retired/Empty Nest,con20_RetiredEmpty_Nest_4,Consumers likely households with retired or empty-nesters.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28601,Person 4: Cons Behavior Single Adults,con20_Single_Adults_4,Consumers likely to be single-adult household.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28602,Person 4: Cons Behavior Generation Z,con20_Generation_Z_4,Consumers likely to be in a household with an individual age 19-24.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28603,Person 4: Cons Behavior Generation Millennials,con20_Gen_Millennials_4,Consumers likely to be in a household with an individual age 25-39 present.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28604,Person 4: Cons Behavior Generation X,con20_Gen_X_4,Consumers likely to be in a household with an individual age 40-59 present.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28605,Person 4: Cons Behavior Generation Boomers,con20_Gen_Boomers_4,Consumer likely to be in a household with an individual age 60+ present.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
27514,Person 4: No Insurance Propensity,hc_insurance_prop_4,"Indicates consumers likelihood to be a part-time or non-worker (excluding retirees) without insurance through an employer. A predictive model based on respondent data from syndicated research panels. The model then applies individual, household and area level characteristics from Experian's ConsumerView marketing database. Values 1-9, 1=highest likelihood to not have insurance.",1,AN,9,,"0=Unknown,1=Extremely Likely,2=Highly Likely,3=Very Likely,4=Somewhat Likely,5=Likely,6=Somewhat Unlikely,7=Very Unlikely,8=Highly Unlikely,9=Extremely Unlikely,Blank=Not Scored,",Modeled,AdultPID,abb9b687-3fbe-4693-ab1b-1eb9931742f1
28583,Person 4: At Risk Lifestyle Health,con20_LS_Health_4,Consumers tend to be afflicted with health concerns.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
28998,Person 4: At Risk Occupation Unemployed,con20_Occ_Unemployed_4,Consumers likely to be unemployed.,1,char,9,,"Blank=Not Scored,Y=Yes,",Modeled,AdultPID,e13b8391-874e-4b3e-888c-6fef4ccc0424
26205,Person 4: Dads Crafty,dad_crafty_4,"Indicates a consumer's likelihood to be a dad that enjoys arts and crafts. Experian's dad segments include known and modeled data based on lifestyles, interests and children age.",1,char,9,,"A=Yes,blank=Blank,",Modeled,AdultPID,2a526997-df7e-49f0-93d2-8564f213323c
26206,Person 4: Dads Fitness,dad_fitness_4,"Indicates a consumer's likelihood to be a dad with an interest in fitness. Experian's dad segments include known and modeled data based on lifestyles, interests and children age.",1,char,9,,"A=Yes,blank=Blank,",Modeled,AdultPID,2a526997-df7e-49f0-93d2-8564f213323c
